Author,Title,Text
Emily Dickinson,God gave a Loaf to every Bird -- ,"God gave a Loaf to every Bird --
But just a Crumb -- to Me --
I dare not eat it -- tho' I starve --
My poignant luxury --

To own it -- touch it --
Prove the feat -- that made the Pellet mine --
Too happy -- for my Sparrow's chance --
For Ampler Coveting --

It might be Famine -- all around --
I could not miss an Ear --
Such Plenty smiles upon my Board --
My Garner shows so fair --

I wonder how the Rich -- may feel --
An Indiaman -- An Earl --
I deem that I -- with but a Crumb --
Am Sovereign of them all --"
Emily Dickinson,Going to Him! Happy letter! ,"Going to Him! Happy letter!
Tell Him --
Tell Him the page I didn't write --
Tell Him -- I only said the Syntax --
And left the Verb and the pronoun out --
Tell Him just how the fingers hurried --
Then -- how they waded -- slow -- slow --
And then you wished you had eyes in your pages --
So you could see what moved them so --

Tell Him -- it wasn't a Practised Writer --
You guessed -- from the way the sentence toiled --
You could hear the Bodice tug, behind you --
As if it held but the might of a child --
You almost pitied it -- you -- it worked so --
Tell Him -- no -- you may quibble there --
For it would split His Heart, to know it --
And then you and I, were silenter.

Tell Him -- Night finished -- before we finished --
And the Old Clock kept neighing ""Day""!
And you -- got sleepy -- and begged to be ended --
What could it hinder so -- to say?
Tell Him -- just how she sealed you -- Cautious!
But -- if He ask where you are hid
Until tomorrow -- Happy letter!
Gesture Coquette -- and shake your Head!"
Emily Dickinson,"Good night, because we must, ","Good night, because we must,
How intricate the dust!
I would go, to know!
Oh incognito!
Saucy, Saucy Seraph
To elude me so!
Father! they won't tell me,
Won't you tell them to?"
Emily Dickinson,He fumbles at your Soul ,"He fumbles at your Soul
As Players at the Keys
Before they drop full Music on --
He stuns you by degrees --
Prepares your brittle Nature
For the Ethereal Blow
By fainter Hammers -- further heard --
Then nearer -- Then so slow
Your Breath has time to straighten --
Your Brain -- to bubble Cool --
Deals -- One -- imperial -- Thunderbolt --
That scalps your naked Soul --

When Winds take Forests in the Paws --
The Universe -- is still --"
Emily Dickinson,He put the Belt around my life ,"He put the Belt around my life
I heard the Buckle snap --
And turned away, imperial,
My Lifetime folding up --
Deliberate, as a Duke would do
A Kingdom's Title Deed --
Henceforth, a Dedicated sort --
A Member of the Cloud.

Yet not too far to come at call --
And do the little Toils
That make the Circuit of the Rest --
And deal occasional smiles
To lives that stoop to notice mine --
And kindly ask it in --
Whose invitation, know you not
For Whom I must decline?"
Emily Dickinson,"Her -- ""last Poems"" ","Her -- ""last Poems"" --
Poets -- ended --
Silver -- perished -- with her Tongue --
Not on Record -- bubbled other,
Flute -- or Woman --
So divine --
Not unto its Summer -- Morning
Robin -- uttered Half the Tune --
Gushed too free for the Adoring --
From the Anglo-Florentine --
Late -- the Praise --
'Tis dull -- conferring
On the Head too High to Crown --
Diadem -- or Ducal Showing --
Be its Grave -- sufficient sign --
Nought -- that We -- No Poet's Kinsman --
Suffocate -- with easy woe --
What, and if, Ourself a Bridegroom --
Put Her down -- in Italy?"
Emily Dickinson,"Her breast is fit for pearls, ","Her breast is fit for pearls,
But I was not a ""Diver"" --
Her brow is fit for thrones
But I have not a crest.
Her heart is fit for home --
I -- a Sparrow -- build there
Sweet of twigs and twine
My perennial nest."
Emily Dickinson,How many times these low feet staggered ,"How many times these low feet staggered --
Only the soldered mouth can tell --
Try -- can you stir the awful rivet --
Try -- can you lift the hasps of steel!

Stroke the cool forehead -- hot so often --
Lift -- if you care -- the listless hair --
Handle the adamantine fingers
Never a thimble -- more -- shall wear --

Buzz the dull flies -- on the chamber window --
Brave -- shines the sun through the freckled pane --
Fearless -- the cobweb swings from the ceiling --
Indolent Housewife -- in Daisies -- lain!"
Emily Dickinson,I am alive -- I guess ,"I am alive -- I guess --
The Branches on my Hand
Are full of Morning Glory --
And at my finger's end --

The Carmine -- tingles warm --
And if I hold a Glass
Across my Mouth -- it blurs it --
Physician's -- proof of Breath --

I am alive -- because
I am not in a Room --
The Parlor -- Commonly -- it is --
So Visitors may come --

And lean -- and view it sidewise --
And add ""How cold -- it grew"" --
And ""Was it conscious -- when it stepped
In Immortality?""

I am alive -- because
I do not own a House --
Entitled to myself -- precise --
And fitting no one else --

And marked my Girlhood's name --
So Visitors may know
Which Door is mine -- and not"
Emily Dickinson,I can't tell you -- but you feel it ,"I can't tell you -- but you feel it --
Nor can you tell me --
Saints, with ravished slate and pencil
Solve our April Day!

Sweeter than a vanished frolic
From a vanished green!
Swifter than the hoofs of Horsemen
Round a Ledge of dream!

Modest, let us walk among it
With our faces veiled --
As they say polite Archangels
Do in meeting God!

Not for me -- to prate about it!
Not for you -- to say
To some fashionable Lady
""Charming April Day""!

Rather -- Heaven's ""Peter Parley""!
By which Children slow
To sublimer Recitation
Are prepared to go!"
Emily Dickinson,I felt my life with both my hands ,"I felt my life with both my hands
To see if it was there --
I held my spirit to the Glass,
To prove it possibler --

I turned my Being round and round
And paused at every pound
To ask the Owner's name --
For doubt, that I should know the Sound --

I judged my features -- jarred my hair --
I pushed my dimples by, and waited --
If they -- twinkled back --
Conviction might, of me --

I told myself, ""Take Courage, Friend --
That -- was a former time --
But we might learn to like the Heaven,
As well as our Old Home!"""
Emily Dickinson,I haven't told my garden yet ,"I haven't told my garden yet --
Lest that should conquer me.
I haven't quite the strength now
To break it to the Bee --

I will not name it in the street
For shops would stare at me --
That one so shy -- so ignorant
Should have the face to die.

The hillsides must not know it --
Where I have rambled so --
Nor tell the loving forests
The day that I shall go --

Nor lisp it at the table --
Nor heedless by the way
Hint that within the Riddle
One will walk today --"
Emily Dickinson,I held a Jewel in my fingers ,"I held a Jewel in my fingers --
And went to sleep --
The day was warm, and winds were prosy --
I said ""'Twill keep"" --

I woke -- and chid my honest fingers,
The Gem was gone --
And now, an Amethyst remembrance
Is all I own --"
Emily Dickinson,"I hide myself within my flower, ","I hide myself within my flower,
That fading from your Vase,
You, unsuspecting, feel for me --
Almost a loneliness."
Emily Dickinson,"I like a look of Agony, ","I like a look of Agony,
Because I know it's true --
Men do not sham Convulsion,
Nor simulate, a Throe --

The Eyes glaze once -- and that is Death --
Impossible to feign
The Beads upon the Forehead
By homely Anguish strung."
Emily Dickinson,"I never hear the word ""escape"" ","I never hear the word ""escape""
Without a quicker blood,
A sudden expectation
A flying attitude!

I never hear of prisons broad
By soldiers battered down,
But I tug childish at my bars
Only to fail again!"
Emily Dickinson,I often passed the village ,"I often passed the village
When going home from school --
And wondered what they did there --
And why it was so still --

I did not know the year then --
In which my call would come --
Earlier, by the Dial,
Than the rest have gone.

It's stiller than the sundown.
It's cooler than the dawn --
The Daisies dare to come here --
And birds can flutter down --

So when you are tired --
Or perplexed -- or cold --
Trust the loving promise
Underneath the mould,
Cry ""it's I,"" ""take Dollie,""
And I will enfold!"
Emily Dickinson,I see thee better -- in the Dark -- ,"I see thee better -- in the Dark --
I do not need a Light --
The Love of Thee -- a Prism be --
Excelling Violet --

I see thee better for the Years
That hunch themselves between --
The Miner's Lamp -- sufficient be --
To nullify the Mine --

And in the Grave -- I see Thee best --
Its little Panels be
Aglow -- All ruddy -- with the Light
I held so high, for Thee --

What need of Day --
To Those whose Dark -- hath so -- surpassing Sun --
It deem it be -- Continually --
At the Meridian?"
Emily Dickinson,"I should not dare to leave my friend, ","I should not dare to leave my friend,
Because -- because if he should die
While I was gone -- and I -- too late --
Should reach the Heart that wanted me --

If I should disappoint the eyes
That hunted -- hunted so -- to see --
And could not bear to shut until
They ""noticed"" me -- they noticed me --

If I should stab the patient faith
So sure I'd come -- so sure I'd come --
It listening -- listening -- went to sleep --
Telling my tardy name --

My Heart would wish it broke before --
Since breaking then -- since breaking then --
Were useless as next morning's sun --
Where midnight frosts -- had lain!"
Emily Dickinson,I sing to use the Waiting ,"I sing to use the Waiting
My Bonnet but to tie
And shut the Door unto my House
No more to do have I

Till His best step approaching
We journey to the Day
And tell each other how We sung
To Keep the Dark away."
Emily Dickinson,I stole them from a Bee ,"I stole them from a Bee --
Because -- Thee --
Sweet plea --
He pardoned me!"
Emily Dickinson,I went to Heaven ,"I went to Heaven --
'Twas a small Town --
Lit -- with a Ruby --
Lathed -- with Down --

Stiller -- than the fields
At the full Dew --
Beautiful -- as Pictures --
No Man drew.
People -- like the Moth --
Of Mechlin -- frames --
Duties -- of Gossamer --
And Eider -- names --
Almost -- contented --
I -- could be --
'Mong such unique
Society --"
Emily Dickinson,I would distil a cup ,"I would distil a cup,
And bear to all my friends,
Drinking to her no more astir,
By beck, or burn, or moor!"
Emily Dickinson,I would not paint -- a picture -- ,"I would not paint -- a picture --
I'd rather be the One
Its bright impossibility
To dwell -- delicious -- on --
And wonder how the fingers feel
Whose rare -- celestial -- stir --
Evokes so sweet a Torment --
Such sumptuous -- Despair --

I would not talk, like Cornets --
I'd rather be the One
Raised softly to the Ceilings --
And out, and easy on --
Through Villages of Ether --
Myself endued Balloon
By but a lip of Metal --
The pier to my Pontoon --

Nor would I be a Poet --
It's finer -- own the Ear --
Enamored -- impotent -- content --
The License to revere,
A privilege so awful
What would the Dower be,
Had I the Art to stun myself
With Bolts of Melody!"
Emily Dickinson,I'm ceded -- I've stopped being Theirs -- ,"I'm ceded -- I've stopped being Theirs --
The name They dropped upon my face
With water, in the country church
Is finished using, now,
And They can put it with my Dolls,
My childhood, and the string of spools,
I've finished threading -- too --

Baptized, before, without the choice,
But this time, consciously, of Grace --
Unto supremest name --
Called to my Full -- The Crescent dropped --
Existence's whole Arc, filled up,
With one small Diadem.

My second Rank -- too small the first --
Crowned -- Crowing -- on my Father's breast --
A half unconscious Queen --
But this time -- Adequate -- Erect,
With Will to choose, or to reject,
And I choose, just a Crown --"
Emily Dickinson,If I shouldn't be alive ,"If I shouldn't be alive
When the Robins come,
Give the one in Red Cravat,
A Memorial crumb.

If I couldn't thank you,
Being fast asleep,
You will know I'm trying
Why my Granite lip!"
Emily Dickinson,"If recollecting were forgetting, ","If recollecting were forgetting,
Then I remember not.
And if forgetting, recollecting,
How near I had forgot.
And if to miss, were merry,
And to mourn, were gay,
How very blithe the fingers
That gathered this, Today!"
Emily Dickinson,"If your Nerve, deny you ","If your Nerve, deny you --
Go above your Nerve --
He can lean against the Grave,
If he fear to swerve --

That's a steady posture --
Never any bend
Held of those Brass arms --
Best Giant made --

If your Soul seesaw --
Lift the Flesh door --
The Poltroon wants Oxygen --
Nothing more --"
Emily Dickinson,"Is it true, dear Sue? ","Is it true, dear Sue?
Are there two?
I shouldn't like to come
For fear of joggling Him!
If I could shut him up
In a Coffee Cup,
Or tie him to a pin
Till I got in --
Or make him fast
To ""Toby's"" fist --
Hist! Whist! I'd come!"
Emily Dickinson,"Like her the Saints retire, ","Like her the Saints retire,
In their Chapeaux of fire,
Martial as she!

Like her the Evenings steal
Purple and Cochineal
After the Day!

""Departed"" -- both -- they say!
i.e. gathered away,
Not found,

Argues the Aster still --
Reasons the Daffodil
Profound!"
Emily Dickinson,Love -- is anterior to Life -- ,"Love -- is anterior to Life --
Posterior -- to Death --
Initial of Creation, and
The Exponent of Earth --"
Emily Dickinson,"Love's stricken ""why"" ","Love's stricken ""why""
Is all that love can speak --
Built of but just a syllable
The hugest hearts that break."
Emily Dickinson,Many a phrase has the English language ,"Many a phrase has the English language --
I have heard but one --
Low as the laughter of the Cricket,
Loud, as the Thunder's Tongue --

Murmuring, like old Caspian Choirs,
When the Tide's a' lull --
Saying itself in new inflection --
Like a Whippoorwill --

Breaking in bright Orthography
On my simple sleep --
Thundering its Prospective --
Till I stir, and weep --

Not for the Sorrow, done me --
But the push of Joy --
Say it again, Saxton!
Hush -- Only to me!"
Emily Dickinson,Mine Enemy is growing old -- ,"Mine Enemy is growing old --
I have at last Revenge --
The Palate of the Hate departs --
If any would avenge

Let him be quick -- the Viand flits --
It is a faded Meat --
Anger as soon as fed is dead --
'Tis starving makes it fat --"
Emily Dickinson,My friend attacks my friend! ,"My friend attacks my friend!
Oh Battle picturesque!
Then I turn Soldier too,
And he turns Satirist!
How martial is this place!
Had I a mighty gun
I think I'd shoot the human race
And then to glory run!"
Emily Dickinson,Of all the Souls that stand create -- ,"Of all the Souls that stand create --
I have elected -- One --
When Sense from Spirit -- files away --
And Subterfuge -- is done --
When that which is -- and that which was --
Apart -- intrinsic -- stand --
And this brief Drama in the flesh --
Is shifted -- like a Sand --
When Figures show their royal Front --
And Mists -- are carved away,
Behold the Atom -- I preferred --
To all the lists of Clay!"
Emily Dickinson,"Oh, honey of an hour, ","Oh, honey of an hour,
I never knew thy power,
Prohibit me
Till my minutest dower,
My unfrequented flower,
Deserving be."
Emily Dickinson,"On such a night, or such a night, ","On such a night, or such a night,
Would anybody care
If such a little figure
Slipped quiet from its chair --

So quiet -- Oh how quiet,
That nobody might know
But that the little figure
Rocked softer -- to and fro --

On such a dawn, or such a dawn --
Would anybody sigh
That such a little figure
Too sound asleep did lie

For Chanticleer to wake it --
Or stirring house below --
Or giddy bird in orchard --
Or early task to do?

There was a little figure plump
For every little knoll --
Busy needles, and spools of thread --
And trudging feet from school --

Playmates, and holidays, and nuts --
And visions vast and small --
Strange that the feet so precious charged
Should reach so small a goal!"
Emily Dickinson,"Once more, my now bewildered Dove ","Once more, my now bewildered Dove
Bestirs her puzzled wings
Once more her mistress, on the deep
Her troubled question flings --

Thrice to the floating casement
The Patriarch's bird returned,
Courage! My brave Columbia!
There may yet be land"
Emily Dickinson,Poor little Heart! ,"Poor little Heart!
Did they forget thee?
Then dinna care! Then dinna care!

Proud little Heart!
Did they forsake thee?
Be debonnaire! Be debonnaire!

Frail little Heart!
I would not break thee --
Could'st credit me? Could'st credit me?

Gay little Heart --
Like Morning Glory!
Wind and Sun -- wilt thee array!"
Emily Dickinson,Publication -- is the Auction ,"Publication -- is the Auction
Of the Mind of Man --
Poverty -- be justifying
For so foul a thing

Possibly -- but We -- would rather
From Our Garret go
White -- Unto the White Creator --
Than invest -- Our Snow --

Thought belong to Him who gave it --
Then -- to Him Who bear
Its Corporeal illustration -- Sell
The Royal Air --

In the Parcel -- Be the Merchant
Of the Heavenly Grace --
But reduce no Human Spirit
To Disgrace of Price --"
Emily Dickinson,Put up my lute! ,"Put up my lute!
What of -- my Music!
Since the sole ear I cared to charm --
Passive -- as Granite -- laps My Music --
Sobbing -- will suit -- as well as psalm!

Would but the ""Memnon"" of the Desert --
Teach me the strain
That vanquished Him --
When He -- surrendered to the Sunrise --
Maybe -- that -- would awaken -- them!"
Emily Dickinson,"Sang from the Heart, Sire, ","Sang from the Heart, Sire,
Dipped my Beak in it,
If the Tune drip too much
Have a tint too Red

Pardon the Cochineal --
Suffer the Vermillion --
Death is the Wealth
Of the Poorest Bird.

Bear with the Ballad --
Awkward -- faltering --
Death twists the strings --
'Twasn't my blame --

Pause in your Liturgies --
Wait your Chorals --
While I repeat your
Hallowed name --"
Emily Dickinson,Severer Service of myself ,"Severer Service of myself
I -- hastened to demand
To fill the awful Vacuum
Your life had left behind --

I worried Nature with my Wheels
When Hers had ceased to run --
When she had put away Her Work
My own had just begun.

I strove to weary Brain and Bone --
To harass to fatigue
The glittering Retinue of nerves --
Vitality to clog

To some dull comfort Those obtain
Who put a Head away
They knew the Hair to --
And forget the color of the Day --

Affliction would not be appeased --
The Darkness braced as firm
As all my stratagem had been
The Midnight to confirm --

No Drug for Consciousness -- can be --
Alternative to die
Is Nature's only Pharmacy
For Being's Malady --"
Emily Dickinson,She slept beneath a tree ,"She slept beneath a tree --
Remembered but by me.
I touched her Cradle mute --
She recognized the foot --
Put on her carmine suit
And see!"
Emily Dickinson,So bashful when I spied her! ,"So bashful when I spied her!
So pretty -- so ashamed!
So hidden in her leaflets
Lest anybody find --

So breathless till I passed here --
So helpless when I turned
And bore her struggling, blushing,
Her simple haunts beyond!

For whom I robbed the Dingle --
For whom I betrayed the Dell --
Many, will doubtless ask me,
But I shall never tell!"
Emily Dickinson,So give me back to Death -- ,"So give me back to Death --
The Death I never feared
Except that it deprived of thee --
And now, by Life deprived,
In my own Grave I breathe
And estimate its size --
Its size is all that Hell can guess --
And all that Heaven was --"
Emily Dickinson,Some say goodnight -- at night -- ,"Some say goodnight -- at night --
I say goodnight by day --
Good-bye -- the Going utter me --
Goodnight, I still reply --

For parting, that is night,
And presence, simply dawn --
Itself, the purple on the height
Denominated morn."
Emily Dickinson,Sunset at Night -- is natural ,"Sunset at Night -- is natural --
But Sunset on the Dawn
Reverses Nature -- Master --
So Midnight's -- due -- at Noon.

Eclipses be -- predicted --
And Science bows them in --
But do one face us suddenly --
Jehovah's Watch -- is wrong."
Emily Dickinson,Surgeons must be very careful ,"Surgeons must be very careful
When they take the knife!
Underneath their fine incisions
Stirs the Culprit -- Life!"
Emily Dickinson,That it will never come again ,"That it will never come again
Is what makes life so sweet.
Believing what we don't believe
Does not exhilarate.

That if it be, it be at best
An ablative estate --
This instigates an appetite
Precisely opposite."
Emily Dickinson,The Bee is not afraid of me. ,"The Bee is not afraid of me.
I know the Butterfly.
The pretty people in the Woods
Receive me cordially --

The Brooks laugh louder when I come --
The Breezes madder play;
Wherefore mine eye thy silver mists,
Wherefore, Oh Summer's Day?"
Emily Dickinson,The Definition of Beauty is ,"The Definition of Beauty is
That Definition is none --
Of Heaven, easing Analysis,
Since Heaven and He are one."
Emily Dickinson,The difference between Despair ,"The difference between Despair
And Fear -- is like the One
Between the instant of a Wreck
And when the Wreck has been --

The Mind is smooth -- no Motion --
Contented as the Eye
Upon the Forehead of a Bust --
That knows -- it cannot see --"
Emily Dickinson,The farthest Thunder that I heard ,"The farthest Thunder that I heard
Was nearer than the Sky
And rumbles still, though torrid Noons
Have lain their missiles by --
The Lightning that preceded it
Struck no one but myself --
But I would not exchange the Bolt
For all the rest of Life --
Indebtedness to Oxygen
The Happy may repay,
But not the obligation
To Electricity --
It founds the Homes and decks the Days
And every clamor bright
Is but the gleam concomitant
Of that waylaying Light --
The Thought is quiet as a Flake --
A Crash without a Sound,
How Life's reverberation
Its Explanation found --"
Emily Dickinson,The feet of people walking home ,"The feet of people walking home
With gayer sandals go --
The Crocus -- til she rises
The Vassal of the snow --
The lips at Hallelujah
Long years of practise bore
Til bye and bye these Bargemen
Walked singing on the shore.

Pearls are the Diver's farthings
Extorted from the Sea --
Pinions -- the Seraph's wagon
Pedestrian once -- as we --
Night is the morning's Canvas
Larceny -- legacy --
Death, but our rapt attention
To Immortality.

My figures fail to tell me
How far the Village lies --
Whose peasants are the Angels --
Whose Cantons dot the skies --
My Classics veil their faces --
My faith that Dark adores --
Which from its solemn abbeys
Such ressurection pours."
Emily Dickinson,The Grass so little has to do ,"The Grass so little has to do --
A Sphere of simple Green --
With only Butterflies to brood
And Bees to entertain --

And stir all day to pretty Tunes
The Breezes fetch along --
And hold the Sunshine in its lap
And bow to everything --

And thread the Dews, all night, like Pearls --
And make itself so fine
A Duchess were too common
For such a noticing --

And even when it dies -- to pass
In Odors so divine --
Like Lowly spices, lain to sleep --
Or Spikenards, perishing --

And then, in Sovereign Barns to dwell --
And dream the Days away,
The Grass so little has to do
I wish I were a Hay --"
Emily Dickinson,The largest Fire ever known ,"The largest Fire ever known
Occurs each Afternoon --
Discovered is without surprise
Proceeds without concern --
Consumes and no report to men
An Occidental Town,
Rebuilt another morning
To be burned down again."
Emily Dickinson,The mob within the heart ,"The mob within the heart
Police cannot suppress
The riot given at the first
Is authorized as peace

Uncertified of scene
Or signified of sound
But growing like a hurricane
In a congenial ground."
Emily Dickinson,The Voice that stands for Floods to me ,"The Voice that stands for Floods to me
Is sterile borne to some --
The Face that makes the Morning mean
Glows impotent on them --

What difference in Substance lies
That what is Sum to me
By other Financiers be deemed
Exclusive Property!"
Emily Dickinson,"The Work of Her that went, ","The Work of Her that went,
The Toil of Fellows done --
In Ovens green our Mother bakes,
By Fires of the Sun."
Emily Dickinson,There is a morn by men unseen ,"There is a morn by men unseen --
Whose maids upon remoter green
Keep their Seraphic May --
And all day long, with dance and game,
And gambol I may never name --
Employ their holiday.

Here to light measure, move the feet
Which walk no more the village street --
Nor by the wood are found --
Here are the birds that sought the sun
When last year's distaff idle hung
And summer's brows were bound.

Ne'er saw I such a wondrous scene --
Ne'er such a ring on such a green --
Nor so serene array --
As if the stars some summer night
Should swing their cups of Chrysolite --
And revel till the day --

Like thee to dance -- like thee to sing --
People upon the mystic green --
I ask, each new May Morn.
I wait thy far, fantastic bells --
Unto the different dawn!"
Emily Dickinson,This quiet Dust was Gentleman and Ladies ,"This quiet Dust was Gentleman and Ladies
And Lads and Girls --
Was laughter and ability and Sighing
And Frocks and Curls.

This Passive Place a Summer's nimble mansion
Where Bloom and Bees
Exists an Oriental Circuit
Then cease, like these --"
Emily Dickinson,This was a Poet -- It is That ,"This was a Poet -- It is That
Distills amazing sense
From ordinary Meanings --
And Attar so immense

From the familiar species
That perished by the Door --
We wonder it was not Ourselves
Arrested it -- before --

Of Pictures, the Discloser --
The Poet -- it is He --
Entitles Us -- by Contrast --
To ceaseless Poverty --

Of portion -- so unconscious --
The Robbing -- could not harm --
Himself -- to Him -- a Fortune --
Exterior -- to Time --"
Emily Dickinson,"Those final Creatures, -- who they are -- ","Those final Creatures, -- who they are --
That, faithful to the close,
Administer her ecstasy,
But just the Summer knows."
Emily Dickinson,Through lane it lay -- through bramble ,"Through lane it lay -- through bramble --
Through clearing and through wood --
Banditti often passed us
Upon the lonely road.

The wolf came peering curious --
The owl looked puzzled down --
The serpent's satin figure
Glid stealthily along --

The tempests touched our garments --
The lightning's poinards gleamed --
Fierce from the Crag above us
The hungry Vulture screamed --

The satyr's fingers beckoned --
The valley murmured ""Come"" --
These were the mates --
This was the road
Those children fluttered home."
Emily Dickinson,"Through those old Grounds of memory, ","Through those old Grounds of memory,
The sauntering alone
Is a divine intemperance
A prudent man would shun.
Of liquors that are vended
'Tis easy to beware
But statutes do not meddle
With the internal bar.
Pernicious as the sunset
Permitting to pursue
But impotent to gather,
The tranquil perfidy
Alloys our firmer moments
With that severest gold
Convenient to the longing
But otherwise withheld."
Emily Dickinson,"Tie the Strings to my Life, My Lord, ","Tie the Strings to my Life, My Lord,
Then, I am ready to go!
Just a look at the Horses --
Rapid! That will do!

Put me in on the firmest side --
So I shall never fall --
For we must ride to the Judgment --
And it's partly, down Hill --

But never I mind the steeper --
And never I mind the Sea --
Held fast in Everlasting Race --
By my own Choice, and Thee --

Goodbye to the Life I used to live --
And the World I used to know --
And kiss the Hills, for me, just once --
Then -- I am ready to go!"
Emily Dickinson,Unable are the Loved to die ,"Unable are the Loved to die
For Love is Immortality,
Nay, it is Deity --

Unable they that love -- to die
For Love reforms Vitality
Into Divinity."
Emily Dickinson,We should not mind so small a flower ,"We should not mind so small a flower --
Except it quiet bring
Our little garden that we lost
Back to the Lawn again.

So spicy her Carnations nod --
So drunken, reel her Bees --
So silver steal a hundred flutes
From out a hundred trees --

That whoso sees this little flower
By faith may clear behold
The Bobolinks around the throne
And Dandelions gold."
Emily Dickinson,We talked as Girls do -- ,"We talked as Girls do --
Fond, and late --
We speculated fair, on every subject, but the Grave --
Of ours, none affair --

We handled Destinies, as cool --
As we -- Disposers -- be --
And God, a Quiet Party
To our Authority --

But fondest, dwelt upon Ourself
As we eventual -- be --
When Girls to Women, softly raised
We -- occupy -- Degree --

We parted with a contract
To cherish, and to write
But Heaven made both, impossible
Before another night."
Emily Dickinson,What Soft -- Cherubic Creatures ,"What Soft -- Cherubic Creatures --
These Gentlewomen are --
One would as soon assault a Plush --
Or violate a Star --

Such Dimity Convictions --
A Horror so refined
Of freckled Human Nature --
Of Deity -- ashamed --

It's such a common -- Glory --
A Fisherman's -- Degree --
Redemption -- Brittle Lady --
Be so -- ashamed of Thee --"
Emily Dickinson,What tenements of clover ,"What tenements of clover
Are fitting for the bee,
What edifices azure
For butterflies and me --
What residences nimble
Arise and evanesce
Without a rhythmic rumor
Or an assaulting guess."
Emily Dickinson,"When Katie walks, this simple pair accompany her side, ","When Katie walks, this simple pair accompany her side,
When Katie runs unwearied they follow on the road,
When Katie kneels, their loving hands still clasp her pious knee --
Ah! Katie! Smile at Fortune, with two so knit to thee!"
Emily Dickinson,"Where I have lost, I softer tread ","Where I have lost, I softer tread --
I sow sweet flower from garden bed --
I pause above that vanished head
And mourn.

Whom I have lost, I pious guard
From accent harsh, or ruthless word --
Feeling as if their pillow heard,
Though stone!

When I have lost, you'll know by this --
A Bonnet black -- A dusk surplice --
A little tremor in my voice Like this!

Why, I have lost, the people know
Who dressed in flocks of purest snow
Went home a century ago
Next Bliss!"
Emily Dickinson,Where Ships of Purple -- gently toss ,"Where Ships of Purple -- gently toss --
On Seas of Daffodil --
Fantastic Sailors -- mingle --
And then -- the Wharf is still!"
Emily Dickinson,"Will there really be a ""Morning""? ","Will there really be a ""Morning""?
Is there such a thing as ""Day""?
Could I see it from the mountains
If I were as tall as they?

Has it feet like Water lilies?
Has it feathers like a Bird?
Is it brought from famous countries
Of which I have never heard?

Oh some Scholar! Oh some Sailor!
Oh some Wise Men from the skies!
Please to tell a little Pilgrim
Where the place called ""Morning"" lies!"
Emily Dickinson,"Witchcraft was hung, in History, ","'Twas such a little -- little boat
That toddled down the bay!
'Twas such a gallant -- gallant sea
That beckoned it away!

'Twas such a greedy, greedy wave
That licked it from the Coast --
Nor ever guessed the stately sails
My little craft was lost!"
Emily Dickinson,You cannot put a Fire out -- ,"You cannot put a Fire out --
A Thing that can ignite
Can go, itself, without a Fan --
Upon the slowest Night --

You cannot fold a Flood --
And put it in a Drawer --
Because the Winds would find it out --
And tell your Cedar Floor --"
Emily Dickinson,You left me -- Sire -- two Legacies -- ,"You left me -- Sire -- two Legacies --
A Legacy of Love
A Heavenly Father would suffice
Had He the offer of --

You left me Boundaries of Pain --
Capacious as the Sea --
Between Eternity and Time --
Your Consciousness -- and Me --"
Emily Dickinson,"""And with what body do they come?"" -- ","""And with what body do they come?"" --
Then they do come -- Rejoice!
What Door -- What Hour -- Run -- run -- My Soul!
Illuminate the House!

""Body!"" Then real -- a Face and Eyes --
To know that it is them!
Paul knew the Man that knew the News --
He passed through Bethlehem --"
Emily Dickinson,"""Arcturus"" is his other name ","""Arcturus"" is his other name --
I'd rather call him ""Star.""
It's very mean of Science
To go and interfere!

I slew a worm the other day --
A ""Savant"" passing by
Murmured ""Resurgam"" -- ""Centipede""!
""Oh Lord -- how frail are we""!

I pull a flower from the woods --
A monster with a glass
Computes the stamens in a breath --
And has her in a ""class""!

Whereas I took the Butterfly
Aforetime in my hat --
He sits erect in ""Cabinets"" --
The Clover bells forgot.

What once was ""Heaven""
Is ""Zenith"" now --
Where I proposed to go
When Time's brief masquerade was done
Is mapped and charted too.

What if the poles should frisk about
And stand upon their heads!
I hope I'm ready for ""the worst"" --
Whatever prank betides!

Perhaps the ""Kingdom of Heaven's"" changed --
I hope the ""Children"" there Won't be ""new fashioned"" when I come --
And laugh at me -- and stare --

I hope the Father in the skies
Will lift his little girl --
Old fashioned -- naught -- everything --
Over the stile of ""Pearl."""
Emily Dickinson,"""Faithful to the end"" Amended ","""Faithful to the end"" Amended
From the Heavenly Clause --
Constancy with a Proviso
Constancy abhors --

""Crowns of Life"" are servile Prizes
To the stately Heart,
Given for the Giving, solely,
No Emolument.

--

""Faithful to the end"" Amended
From the Heavenly clause --
Lucrative indeed the offer
But the Heart withdraws --

""I will give"" the base Proviso --
Spare Your ""Crown of Life"" --
Those it fits, too fair to wear it --
Try it on Yourself --"
Emily Dickinson,"""Red Sea,"" indeed! Talk not to me ","""Red Sea,"" indeed! Talk not to me
Of purple Pharaoh --
I have a Navy in the West
Would pierce his Columns thro' --
Guileless, yet of such Glory fine
That all along the Line
Is it, or is it not, divine --
The Eye inquires with a sigh
That Earth sh'd be so big --
What Exultation in the Woe --
What Wine in the fatigue!"
